artist_name,biography,listeners,playcount,similar_artist
Max Richter,"Max Richter (born 22 March 1966) is a German-born British composer who has been an influential voice in post-minimalist composition and in the meeting of contemporary classical and alternative popular musical styles since the early 2000s. Richter is classically trained, having graduated in composition from the Royal Academy of Music and studied with Luciano Berio in Italy.

Richter is known for his prolific output: composing and recording his own music; writing for stage https://www.last.fm/music/Max+Richter",1449295,61553040,Jóhann Jóhannsson
Fernando Velázquez,"Fernando Velázquez  age, 33, Fernando Velázquez already has experience in the world of cinema, and especially in the horror genre, having worked on movies like The Birthday by Eugenio Mira, Bosque de Sombras (“The Backwoods”) by Koldo Serra and El Sindrome Svensson by Kepa Sojo. Fernando came to international prominence with his score for The Orphanage, which earned nominations for the European Film Award and the Goya Award. Recently, Fernando has also written the music for Shiver, Sexy Killer and El mal ajeno. https://www.last.fm/music/Fernando+Vel%C3%A1zquez",150215,1249395,William Ross
Emma Stone,"Emily Jean ""Emma"" Stone (born November 6, 1988 in Scottsdale, Arizona) is an American actress. Stone was a cast member of the TV series Drive, and made her feature film debut in the comedy Superbad (2007). She has appeared in The House Bunny (2008), Ghosts of Girlfriends Past (2009), Zombieland (2009), and Paper Man (2009). In 2010, Stone voiced the character Mazie in Marmaduke, and starred in the comedy Easy A for which she received a nomination for the Golden Globe Award for Best Actress – Motion Picture Musical or Comedy. https://www.last.fm/music/Emma+Stone",284555,3333428,Amanda Seyfried
MAN WITH A MISSION,"MAN WITH A MISSION is a Japanese band formed in Shibuya, Tokyo,  Japan in 2010. Their music can be described as alternative rock, rap metal, pop rock or pop-punk with new metal and pop influences.

Members:
Vocals: トーキョー・タナカ (Tokyo Tanaka)
Guitar, Chorus & Rap: ジャンケン・ジョニー (Jean-Ken Johnny)
Bass: カミカゼ・ボーイ (Kamikaze Boy)
DJ, Sampling, Scratches: ディージェイ・サンタ・モニカ (DJ Santa Monica) https://www.last.fm/music/MAN+WITH+A+MISSION",265376,8239944,Survive Said The Prophet
Ben Platt,"Ben Platt is an American actor, singer, and songwriter. He began his career in theater, gaining notoriety in the Broadway productions of The Book of Mormon (2012–2013) and playing the title character in the critically acclaimed stage play Dear Evan Hansen (2015–2017),  for which he won multiple awards including the 2017 Tony Award for Best Actor in a Musical, the 2017 Grammy Award for Best Musical Theater Album and the 2018 Emmy Award for Outstanding Musical Performance in a Daytime Program, alongside the Dear Evan Hansen cast.  https://www.last.fm/music/Ben+Platt",547307,15281946,Laura Dreyfuss
Sid,"There are at least 7 artists named Sid:

1) SID (also written as シド) is a Japanese rock band that formed as a visual kei band in 2003 and is signed to Sony and Danger Crue Records. They signed with Danger Crue Records after releasing their first demo CD in 2003. In January 2004, support members guitarist Shinji and drummer Yuuya became official members. Sid made an impact at the Anime Central convention in the United States, gaining international fans. Their first full album, ""Renai,"" was released in 2005. https://www.last.fm/music/Sid",429784,10280467,Flow
MOB CHOIR,"Mob Choir is the name of a Japanese musical project specially created for the anime ""Mob Psycho 100"".

The main vocalist is Sana (also known as ""37"", may 25th, 1999), a Japanese singer member of the band Sajou no Hana. ""99"" was composed by Junichi Sasaki and Takeshi Masuda and played (guitars and bass) by Masuda. The lyricists were Sasaki and ONE. ""99.9"", on the other hand, was performed by Sajou no Hana. https://www.last.fm/music/MOB+CHOIR",161105,3576108,OxT
JAM Project,"JAM Project (""JAM"" standing for ""Japan Animation songs Makers"") is an anime music genre (or anison) ""supergroup"" based in Japan, originally founded on July 19, 2000 by famous 1970s theme song artist Ichiro Mizuki. The group is comprised of many vocal artists well known in the genre; aside from the many anime and video game theme songs that this group has performed together, each member is famous for his or her own solo performances of anime-related music. https://www.last.fm/music/JAM+Project",138163,4329009,遠藤正明
John Legend,"John Stephens (born December 28, 1978 in Springfield, Ohio), better known as John Legend, is a Grammy award winning R&B singer-songwriter, multi-instrumentalist, poet and actor signed to Kanye West's G.O.O.D. Music label. Prior to the release of his debut album Get Lifted in 2004, Legend's career gained momentum through a series of successful collaborations with multiple established artists such as Jay-Z, Alicia Keys and Lauryn Hill. He released his second album https://www.last.fm/music/John+Legend",3077229,54368312,Alicia Keys
Rupert Gregson-Williams,"Rupert Gregson-Williams (born October 12, 1966) is a British composer of motion picture and television scores. His filmography includes Hotel Rwanda, for which he was awarded the European Film composer award, Hacksaw Ridge, Wonder Woman, Aquaman, Over the Hedge, Bee Movie, Made of Honor, Abominable, The Holiday, The Legend of Tarzan, and numerous films by Happy Madison Productions, many of which star Adam Sandler. His most notable works in television include Veep, Catch 22 and The Crown. https://www.last.fm/music/Rupert+Gregson-Williams",184301,2383023,Martin Phipps
Justin Hurwitz,"Justin Hurwitz (born January 22, 1985) is an American film composer and a television writer. He is best known for his longtime collaboration with director Damien Chazelle, scoring each of his films: Guy and Madeline on a Park Bench (2009), Whiplash (2014), La La Land (2016), First Man (2018), and Babylon (2022).

For La La Land, Hurwitz won two Academy Awards, Best Original Score and Best Original Song (for ""City of Stars""), as well as the Golden https://www.last.fm/music/Justin+Hurwitz",958768,24063711,La La Land Cast
La La Land Cast,"La La Land is a 2016 American musical romantic comedy-drama film written and directed by Damien Chazelle, and starring Ryan Gosling and Emma Stone as a musician and an aspiring actress who meet and fall in love in Los Angeles. The film's title refers both to the city of Los Angeles and to the idiom for being out of touch with reality. https://www.last.fm/music/La+La+Land+Cast",338742,3442442,"Emma Stone, Callie Hernandez, Sonoya Mizuno & Jessica Rothe"
Chen,"CHEN (born Kim Jongdae; September 21, 1992 in Siheung, Gyeonggi-do, South Korea) is the main vocalist of EXO and it's sub-unit EXO-M. Chen was the last EXO member scouted by S.M. Entertainment; he auditioned for S.M. through the S.M. Casting System in early 2011, at age 18.

Chen was the fourth member to be formally introduced to the public, on December 29, 2011. Along with Lu Han, Tao, and Exo-K's Kai, Chen had his first televised performance at the SBS Gayo Daejun event on December 29, 2011. https://www.last.fm/music/Chen",218132,11050828,수호
Adrian Barba,https://www.last.fm/music/Adrian+Barba,34021,506255,Ricardo Silva
DAVICHI,"Davichi (다비치) is a South Korean pop-ballad duo that consists of Lee Haeri (이해리) and Kang Minkyung (강민경). The duo was formed in 2008 by Mnet Media. Davichi was derived from the word ""Dabichi"" which means the light to shine over the world, illustrating their voices to be spread over the world, explained by Lee Haeri during one of the episodes of Pops In Seoul. https://www.last.fm/music/DAVICHI",157564,3232415,Gummy
BUMP OF CHICKEN,"BUMP OF CHICKEN is a Japanese rock band formed in 1994 by 4 members: Motoo Fujiwara (Vocal/Guitar), Hiroaki Masukawa (Guitar), Yoshifumi Naoi (Bass) and Hideo Masu (Drums). They have been friends since preschool in the city of Sakura, Chiba Prefecture. Motoo's lyrics in particular receive acclaim.  The band chose the English name to mean ""cowards strike back"" although they have admitted in interviews that it might not be grammatically correct English. https://www.last.fm/music/BUMP+OF+CHICKEN",287061,20506129,Mr.Children
7!!,"7!! (pronounced Seven Oops; セブンウップス) is a four piece Japanese rock band formed in 2004. They received the grand prix for Mitsuya Cider CM Audition in 2005, and their original song, ""Sun Light"", was used for Mitsuya Cider’s commercial. The band debuted under EPIC Record Japan with the single ""Falling Love"", on April 13th 2011. They were also chosen to sing the opening theme for the popular anime NARUTO: Shippuuden, with the song ""Lovers"".  https://www.last.fm/music/7%21%21",154957,2304091,いきものがかり
Christopher Tin,"Christopher Tin is a Grammy-winning composer, whose eclectic career spans film, television, video games, advertising, and the record industry. His music is marked by a natural ease of melody, economy of gesture, and a flair for the dramatic. He is a native Californian, born of Chinese descent, and educated in England, and his aesthetic sensibilities are a blend of his diverse cultural background. 

His debut album Calling All Dawns was the recipient of two Grammys at the 53rd Annual Grammy Awards: Best Classical Crossover Album https://www.last.fm/music/Christopher+Tin",113912,2223280,Geoff Knorr
Kimiko Glenn,Kimiko Glenn is an American actress and Broadway performer. https://www.last.fm/music/Kimiko+Glenn,205726,2418693,Jessie Mueller
Yoon Mirae,"Yoon Mi-rae (윤미래) (Real Name: Natasha Shanta Reid; also known as: Tasha Reid, T) is a Korean-African American R&B singer and rapper born in Portland, Texas on May 31, 1981 to an African American father and a Korean mother. She was a core member of the Korean hip hop and R&B group Uptown, starting out when she was only 16 years old. She later formed Tashannie, a hip-hop and R&B duo in 1999 where she was the primary vocalist. In 2001, she started a solo career under the moniker T. https://www.last.fm/music/Yoon+Mirae",198968,2169641,Gummy
aests,"Lukas Valceckas also known as Aests is a Lithuanian musician known for his unique take on future funk. His most popular song ""Fight!"" has 33 million views on YouTube and gift him worldwide attention. He's now producing music using alias ""Seiun"". https://www.last.fm/music/aests",151510,1433214,EVADE FROM 宇宙
Gummy,"Gummy (hangul: 거미) (born Park Ji Yeon; April 8, 1981 in Seoul, South Korea), is a South Korean R&B singer. She debuted in 2003 with her album Like Them. Due to the success of other labelmates, it was not until the release of her second album It's Different that she began to see success.

She released her fourth album on March 12, 2008, titled Comfort, and it is her first release in three years. The album was postponed several times because Gummy wanted to release a high-quality album that showed her growth as an artist. https://www.last.fm/music/Gummy",128403,1891632,DAVICHI
